"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.833256327081472,0.745309388730675,0.236399819375947,0.364599528256804,0.224291418213397,0.691248476272449,0.449784849537537,0.287960108369589,0.469972302671522,0.0469573624432087,0.239149867324159,0.0216734677087516,0.830562343122438,0.621507184114307,0.300511296838522,0.976615164196119,0.409191339276731,0.444144440116361,0.375869581941515,0.362739695236087,0.379861433757469,0.376709810458124,0.536408889107406,0.870061355177313,0.547368339961395,0.946069695055485,0.317321396432817,0.905066124629229,0.0351960158441216,0.890200755558908,0.767074175411835,0.280631095636636,0.309259332949296,0.0465787060093135,0.744774505030364,0.533345508622006,0.283803797559813,0.659267492359504,0.0789963209535927,0.624116551596671,0.608255534432828,0.631997239310294,0.623261161381379,0.395943391369656,0.427543449448422,0.450980925466865,0.827859082724899,0.871988387545571,0.52915278589353,0.377396253170446
"2",0.209228597115725,0.543425115291029,0.867309711175039,0.990255032666028,0.467009497573599,0.295585255371407,0.862441761652008,0.00746271968819201,0.925648191710934,0.315357790794224,0.662485143402591,0.857212673407048,0.260239067254588,0.145549974869937,0.0321180152241141,0.551028238842264,0.986525397049263,0.385922353481874,0.320507690776139,0.571505737956613,0.00370895746164024,0.777748974272981,0.171703305793926,0.386064725229517,0.917999757919461,0.537759684724733,0.0269966777414083,0.037936421809718,0.73050281428732,0.756739875301719,0.425032669212669,0.965282883029431,0.754739369032905,0.634323111968115,0.198339927243069,0.0331798903644085,0.0935277326498181,0.289162652101368,0.285669969860464,0.147852439433336,0.60118459793739,0.896164454519749,0.833582327468321,0.425325142918155,0.45948170335032,0.607501234859228,0.303617218509316,0.429321490926668,0.729468308156356,0.374425167450681
"3",0.43098068726249,0.395701500587165,0.849639487685636,0.933932213811204,0.835396055364981,0.521343496628106,0.573134950129315,0.123525456059724,0.442605502670631,0.371158403810114,0.482718183426186,0.0619625330436975,0.502169427927583,0.699707471532747,0.224478511605412,0.659096488729119,0.914799677906558,0.599471589317545,0.521625600056723,0.955790660576895,0.723280216334388,0.890868893591687,0.501626007491723,0.688356340862811,0.610894985729828,0.354361286852509,0.8249621973373,0.620820651529357,0.0985136989038438,0.089568079682067,0.247594679705799,0.427766462322325,0.615141412941739,0.628838144941255,0.380878477822989,0.907154812244698,0.237381295999512,0.822211178019643,0.878520876867697,0.613917280454189,0.693558524828404,0.908790525980294,0.991893601836637,0.12935584411025,0.0330065221060067,0.828784760320559,0.0783364833332598,0.836828737519681,0.959026333875954,0.399669006699696
"4",0.0508039046544582,0.905593771953136,0.3403425430879,0.177947636926547,0.233052895637229,0.693183841183782,0.818492153892294,0.235675886506215,0.453556446824223,0.498422359349206,0.134989187819883,0.962720988318324,0.150884118629619,0.112719097407535,0.47339610545896,0.149142724461854,0.490492750192061,0.66169233690016,0.665322806453332,0.433292221743613,0.930912029463798,0.324623540742323,0.70469307154417,0.589940019650385,0.0875577945262194,0.183315749745816,0.147520432481542,0.625621464801952,0.699311428470537,0.366725836182013,0.930093006696552,0.27252378477715,0.0204245604109019,0.657083502272144,0.701799017144367,0.601697987411171,0.0554952325765043,0.368423592764884,0.670410339720547,0.635348369833082,0.860612843884155,0.315492595080286,0.275586355943233,0.542202559998259,0.0790503867901862,0.708207578863949,0.804210597882047,0.277799004456028,0.997898110654205,0.0261997445486486
"5",0.865956019377336,0.97511629271321,0.86713213310577,0.369065889855847,0.368189254077151,0.527480928460136,0.52216406702064,0.498855342157185,0.5605685247574,0.284192330902442,0.788866307819262,0.172620952827856,0.800694378791377,0.602974413661286,0.93565528281033,0.224555225344375,0.716103512095287,0.796801607357338,0.788468909449875,0.0720382835716009,0.239420659607276,0.0134122034069151,0.919499130221084,0.0763471305835992,0.741695671342313,0.418844660744071,0.870884791249409,0.876652628881857,0.945561760338023,0.970157574629411,0.42023476306349,0.548841147683561,0.335366409970447,0.237635852070525,0.411899929866195,0.599431150360033,0.623290807940066,0.768000654876232,0.64735570596531,0.0913169125560671,0.31439728778787,0.309305343078449,0.909500283189118,0.741058945888653,0.9639367593918,0.0747562062460929,0.0384604546707124,0.907024749089032,0.581648234045133,0.245604304363951
"6",0.779400552855805,0.883713639341295,0.485891097225249,0.165908931056038,0.110755535308272,0.468919901177287,0.777895858744159,0.283490359783173,0.350642541889101,0.842377831460908,0.35831925435923,0.461055575869977,0.695578506449237,0.354939751559868,0.882893893169239,0.799239548156038,0.099618126405403,0.482678175671026,0.456039275741205,0.684810684528202,0.214971450623125,0.399615857983008,0.476283345138654,0.165591327473521,0.732680013868958,0.812937952578068,0.587265916634351,0.0290162789169699,0.610158127266914,0.586035958956927,0.915754365269095,0.404438410652801,0.529844207456335,0.142838396364823,0.185654647415504,0.70972532662563,0.35723780025728,0.246288793860003,0.12882370618172,0.00127265136688948,0.863503973232582,0.491063350113109,0.884105448843911,0.207223579986021,0.0308334324508905,0.383928275667131,0.0383727862499654,0.380213645286858,0.191601110156626,0.780839756131172
"7",0.721714610932395,0.46995064499788,0.165481723379344,0.163351021474227,0.669676770921797,0.777093415614218,0.74134784960188,0.818353765644133,0.658121721353382,0.234331705374643,0.159925588639453,0.214496213942766,0.501070589292794,0.734968771226704,0.571563041070476,0.964257908752188,0.155034902039915,0.119019083911553,0.08101472328417,0.0308596224058419,0.0294262559618801,0.0264017919544131,0.0968312905170023,0.0867956301663071,0.803329146001488,0.753220403334126,0.54802903928794,0.635295333340764,0.15838611125946,0.555337772006169,0.243132485076785,0.679956931620836,0.258642859291285,0.191980059957132,0.517314175609499,0.746347242034972,0.730454880744219,0.587742668809369,0.148348224814981,0.338399274973199,0.578175038099289,0.904939849162474,0.403859094949439,0.903940129326656,0.0858687043655664,0.877997264033183,0.484835352981463,0.121822993503883,0.067739931633696,0.649411840829998
"8",0.818578902399167,0.155733418883756,0.238575909985229,0.761078999144956,0.346035749884322,0.827866599662229,0.0936633516103029,0.947522077476606,0.291220529936254,0.727810539770871,0.922384202945977,0.292601385619491,0.794597077416256,0.30861287121661,0.116136930882931,0.723864914849401,0.397708945674822,0.867744301678613,0.927195560419932,0.476288876030594,0.758283133851364,0.443195062456653,0.389098652405664,0.818002277985215,0.131348768249154,0.854537400649861,0.660939981462434,0.257247200468555,0.188201813492924,0.501297141425312,0.994113719090819,0.80212416080758,0.480422269785777,0.334463277831674,0.0326245133765042,0.705607976065949,0.773261235561222,0.870964490575716,0.868091865442693,0.697295394493267,0.422204441623762,0.840469816233963,0.345752974040806,0.537227315828204,0.22227398888208,0.558929011691362,0.0137614167761058,0.687172471079975,0.430332529358566,0.933488464681432
"9",0.553177753929049,0.173368168761954,0.379122291691601,0.181548058521003,0.778984226286411,0.640132896136492,0.188452345319092,0.950496274745092,0.236461205407977,0.535446420777589,0.844591044355184,0.287180582992733,0.332572606392205,0.710708531551063,0.804357759188861,0.627670910209417,0.135440503247082,0.0999270384199917,0.446854477515444,0.916587193030864,0.910802688216791,0.347817033994943,0.217035070993006,0.893784591928124,0.497046240838245,0.812543254112825,0.410550155676901,0.874428054085001,0.0795544784050435,0.977270482107997,0.10232752468437,0.718726075487211,0.551557695958763,0.648255355888978,0.0409305358771235,0.554891927167773,0.135019757784903,0.232459912542254,0.923177569173276,0.974619498709217,0.700920433504507,0.692622469738126,0.613255429081619,0.164277089061216,0.3687148548197,0.212133527267724,0.448153428500518,0.162358594126999,0.349099162267521,0.0415261504240334
"10",0.745442953892052,0.303233868442476,0.188583180075511,0.643373840255663,0.727796667721123,0.143505106214434,0.303697619121522,0.0551063551101834,0.304640062153339,0.465573029126972,0.300527545856312,0.260456124320626,0.167412648675963,0.101183186052367,0.487432269379497,0.420513943536207,0.953333576675504,0.784947275649756,0.750488984398544,0.049075661227107,0.34164618444629,0.656567337689921,0.25316387671046,0.618070041295141,0.136302132159472,0.986979914130643,0.0543407660443336,0.646669898414984,0.821918767411262,0.66649587941356,0.839533203747123,0.607737346319482,0.0968099669553339,0.220836873399094,0.730932166567072,0.668773365672678,0.61648656683974,0.569540844298899,0.313108014175668,0.123896978795528,0.590830302098766,0.95998457306996,0.228619618108496,0.816481399349868,0.0122109851799905,0.902249925769866,0.189682897878811,0.405754138715565,0.0809805456083268,0.926812004297972
